2to3-3.12	compat-python3-rolling-core
tex2lyx	LyX-bin
tex4ebook	texlive-basic
tex4ht	texlive-basic
texconfig	texlive-basic
texconfig-dialog	texlive-basic
texconfig-sys	texlive-basic
texcount	texlive-basic
texdef	texlive-basic
texdiff	texlive-basic
texdirflatten	texlive-basic
texdoc	texlive-basic
texdoctk	texlive-basic
texexec	texlive-basic
texfot	texlive-basic
texhash	texlive-basic
texi2any	texinfo-bin
texi2dvi	texinfo-bin
texi2pdf	texinfo-bin
texindex	texinfo-bin
texlinks	texlive-basic
texliveonfly	texlive-basic
texloganalyser	texlive-basic
texlua	texlive-basic
texluac	texlive-basic
texluajit	texlive-basic
texluajitc	texlive-basic
texmaker	texmaker-bin
texmfstart	texlive-basic
texosquery	texlive-basic
texosquery-jre5	texlive-basic
texosquery-jre8	texlive-basic
texplate	texlive-basic
texsis	texlive-basic
text2pcap	wireshark-bin
text2tt	direwolf-bin
textfsm	pypi-textfsm-bin
tfmtodit	groff-bin
tftopl	texlive-basic
tgt-admin	tgt-bin
tgt-setup-lun	tgt-bin
tgtadm	tgt-bin
tgtd	tgt-bin
tgtimg	tgt-bin
tgz	mtools-bin
th_gen_idx.pl	mythes-bin
thermald	thermal_daemon-bin
thermistor	linuxcnc-bin
thin_check	thin-provisioning-tools-bin
thin_delta	thin-provisioning-tools-bin
thin_dump	thin-provisioning-tools-bin
thin_ls	thin-provisioning-tools-bin
thin_metadata_pack	thin-provisioning-tools-bin
thin_metadata_size	thin-provisioning-tools-bin
thin_metadata_unpack	thin-provisioning-tools-bin
thin_repair	thin-provisioning-tools-bin
thin_restore	thin-provisioning-tools-bin
thin_rmap	thin-provisioning-tools-bin
thin_trim	thin-provisioning-tools-bin
thrift	thrift-bin
thumbpdf	texlive-basic
thunar	Thunar-bin
thunar-settings	Thunar-bin
thunar-volman	thunar-volman-bin
thunar-volman-settings	thunar-volman-bin
thunderbird	thunderbird-basic
tic	ncurses-bin
tidy_changelog	perl-CPAN-Changes-bin
tie	texlive-basic
tiff2bw	tiff-bin
tiff2fsspec	pypi-tifffile-bin
tiff2pdf	tiff-bin
tiff2ps	tiff-bin
tiff2rgba	tiff-bin
tiffcmp	tiff-bin
tiffcomment	pypi-tifffile-bin
tiffcp	tiff-bin
tiffcrop	tiff-bin
tiffdither	tiff-bin
tiffdump	tiff-bin
tifffile	pypi-tifffile-bin
tiffinfo	tiff-bin
tiffmedian	tiff-bin
tiffset	tiff-bin
tiffsplit	tiff-bin
tificc	lcms2-bin
tig	tig-bin
tikztosvg	texlive-basic
time	time-bin
timed-read	expect-bin
timed-run	expect-bin
timedatectl	systemd-bin
timemaster	linuxptp-bin
timeout	os-core
tini	tini-extras
tini-static	tini-bin
tiny-agents	pypi-huggingface_hub-bin
tinysparql	tracker-bin
tipc	iproute2-basic
tiptop	tiptop-bin
tjbench	libjpeg-turbo-bin
tkjpeg	perl-Tk-bin
tkmib	net-snmp-bin
tknewsbiff	expect-bin
tkpasswd	expect-bin
tldextract	pypi-tldextract-bin
tlmgr	texlive-basic
tload	procps-ng-bin
tlp	TLP-bin
tlp-pcilist	TLP-bin
tlp-rdw	TLP-bin
tlp-stat	TLP-bin
tlp-usblist	TLP-bin
tlshell	texlive-basic
tmux	tmux-bin
tnctest	direwolf-bin
to_erl	otp-bin
toast	gsm-bin
toe	ncurses-bin
tomlq	yq-bin
tool_mmap_read	linuxcnc-bin
tool_watch	linuxcnc-bin
tooledit	linuxcnc-bin
top	htop-bin
top2	procps-ng-bin
torchfrtrace	pytorch-bin
torchrun	pytorch-bin
totem	totem-bin
totem-video-thumbnailer	totem-bin
touch	os-core
touchpad-edge-detector	libevdev-bin
touchy	linuxcnc-bin
tox	pypi-tox-bin
tp	perl-IO-Pager-bin
tpage	perl-Template-Toolkit-bin
tpic2pdftex	texlive-basic
tpm2	tpm2-tools-bin
tpm2-abrmd	tpm2-abrmd-bin
tpm2_activatecredential	tpm2-tools-bin
tpm2_certify	tpm2-tools-bin
tpm2_certifyX509certutil	tpm2-tools-bin
tpm2_certifycreation	tpm2-tools-bin
tpm2_changeauth	tpm2-tools-bin
tpm2_changeeps	tpm2-tools-bin
tpm2_changepps	tpm2-tools-bin
tpm2_checkquote	tpm2-tools-bin
tpm2_clear	tpm2-tools-bin
tpm2_clearcontrol	tpm2-tools-bin
tpm2_clockrateadjust	tpm2-tools-bin
tpm2_commit	tpm2-tools-bin
tpm2_create	tpm2-tools-bin
tpm2_createak	tpm2-tools-bin
tpm2_createek	tpm2-tools-bin
tpm2_createpolicy	tpm2-tools-bin
tpm2_createprimary	tpm2-tools-bin
tpm2_dictionarylockout	tpm2-tools-bin
tpm2_duplicate	tpm2-tools-bin
tpm2_ecdhkeygen	tpm2-tools-bin
tpm2_ecdhzgen	tpm2-tools-bin
tpm2_ecephemeral	tpm2-tools-bin
tpm2_encodeobject	tpm2-tools-bin
tpm2_encryptdecrypt	tpm2-tools-bin
tpm2_eventlog	tpm2-tools-bin
tpm2_evictcontrol	tpm2-tools-bin
tpm2_flushcontext	tpm2-tools-bin
tpm2_getcap	tpm2-tools-bin
tpm2_getcommandauditdigest	tpm2-tools-bin
tpm2_geteccparameters	tpm2-tools-bin
tpm2_getekcertificate	tpm2-tools-bin
tpm2_getpolicydigest	tpm2-tools-bin
tpm2_getrandom	tpm2-tools-bin
tpm2_getsessionauditdigest	tpm2-tools-bin
tpm2_gettestresult	tpm2-tools-bin
tpm2_gettime	tpm2-tools-bin
tpm2_hash	tpm2-tools-bin
tpm2_hierarchycontrol	tpm2-tools-bin
tpm2_hmac	tpm2-tools-bin
tpm2_import	tpm2-tools-bin
tpm2_incrementalselftest	tpm2-tools-bin
tpm2_load	tpm2-tools-bin
tpm2_loadexternal	tpm2-tools-bin
tpm2_makecredential	tpm2-tools-bin
tpm2_nvcertify	tpm2-tools-bin
tpm2_nvdefine	tpm2-tools-bin
tpm2_nvextend	tpm2-tools-bin
tpm2_nvincrement	tpm2-tools-bin
tpm2_nvread	tpm2-tools-bin
tpm2_nvreadlock	tpm2-tools-bin
tpm2_nvreadpublic	tpm2-tools-bin
tpm2_nvsetbits	tpm2-tools-bin
tpm2_nvundefine	tpm2-tools-bin
tpm2_nvwrite	tpm2-tools-bin
tpm2_nvwritelock	tpm2-tools-bin
tpm2_pcrallocate	tpm2-tools-bin
tpm2_pcrevent	tpm2-tools-bin
tpm2_pcrextend	tpm2-tools-bin
tpm2_pcrread	tpm2-tools-bin
tpm2_pcrreset	tpm2-tools-bin
tpm2_policyauthorize	tpm2-tools-bin
tpm2_policyauthorizenv	tpm2-tools-bin
tpm2_policyauthvalue	tpm2-tools-bin
tpm2_policycommandcode	tpm2-tools-bin
tpm2_policycountertimer	tpm2-tools-bin
tpm2_policycphash	tpm2-tools-bin
tpm2_policyduplicationselect	tpm2-tools-bin
tpm2_policylocality	tpm2-tools-bin
tpm2_policynamehash	tpm2-tools-bin
tpm2_policynv	tpm2-tools-bin
tpm2_policynvwritten	tpm2-tools-bin
tpm2_policyor	tpm2-tools-bin
tpm2_policypassword	tpm2-tools-bin
tpm2_policypcr	tpm2-tools-bin
tpm2_policyrestart	tpm2-tools-bin
tpm2_policysecret	tpm2-tools-bin
tpm2_policysigned	tpm2-tools-bin
tpm2_policytemplate	tpm2-tools-bin
tpm2_policyticket	tpm2-tools-bin
tpm2_print	tpm2-tools-bin
tpm2_quote	tpm2-tools-bin
tpm2_rc_decode	tpm2-tools-bin
tpm2_readclock	tpm2-tools-bin
tpm2_readpublic	tpm2-tools-bin
tpm2_rsadecrypt	tpm2-tools-bin
tpm2_rsaencrypt	tpm2-tools-bin
tpm2_selftest	tpm2-tools-bin
tpm2_send	tpm2-tools-bin
tpm2_sessionconfig	tpm2-tools-bin
tpm2_setclock	tpm2-tools-bin
tpm2_setcommandauditstatus	tpm2-tools-bin
tpm2_setprimarypolicy	tpm2-tools-bin
tpm2_shutdown	tpm2-tools-bin
tpm2_sign	tpm2-tools-bin
tpm2_startauthsession	tpm2-tools-bin
tpm2_startup	tpm2-tools-bin
tpm2_stirrandom	tpm2-tools-bin
tpm2_testparms	tpm2-tools-bin
tpm2_tr_encode	tpm2-tools-bin
tpm2_unseal	tpm2-tools-bin
tpm2_verifysignature	tpm2-tools-bin
tpm2_zgen2phase	tpm2-tools-bin
tput	ncurses-bin
tqdm	pypi-tqdm-bin
tr	os-core
trace	linux-tools
trace-cmd	trace-cmd-bin
tracepath	iputils-bin
traceroute	traceroute-bin
transformers	pypi-transformers-bin
transformers-cli	pypi-transformers-bin
transicc	lcms2-bin
translit	perl-Lingua-Translit-bin
traptoemail	net-snmp-bin
tred	graphviz-bin
tree	tree-bin
treescan	perl-IO-AIO-bin
trietool	libdatrie-bin
trietool-0.2	libdatrie-bin
trimesh	pypi-trimesh-bin
troff	groff-bin
trove-classifiers	pypi-trove_classifiers-bin
true	os-core
truncate	os-core
trust	p11-kit-bin
ts	moreutils-basic
ts2phc	linuxptp-bin
tset	ncurses-bin
tshark	wireshark-bin
tsort	os-core
tss2	tpm2-tools-bin
tss2_authorizepolicy	tpm2-tools-bin
tss2_changeauth	tpm2-tools-bin
tss2_createkey	tpm2-tools-bin
tss2_createnv	tpm2-tools-bin
tss2_createseal	tpm2-tools-bin
tss2_decrypt	tpm2-tools-bin
tss2_delete	tpm2-tools-bin
tss2_encrypt	tpm2-tools-bin
tss2_exportkey	tpm2-tools-bin
tss2_exportpolicy	tpm2-tools-bin
tss2_getappdata	tpm2-tools-bin
tss2_getcertificate	tpm2-tools-bin
tss2_getdescription	tpm2-tools-bin
tss2_getinfo	tpm2-tools-bin
tss2_getplatformcertificates	tpm2-tools-bin
tss2_getrandom	tpm2-tools-bin
tss2_gettpm2object	tpm2-tools-bin
tss2_gettpmblobs	tpm2-tools-bin
tss2_import	tpm2-tools-bin
tss2_list	tpm2-tools-bin
tss2_nvextend	tpm2-tools-bin
tss2_nvincrement	tpm2-tools-bin
tss2_nvread	tpm2-tools-bin
tss2_nvsetbits	tpm2-tools-bin
tss2_nvwrite	tpm2-tools-bin
tss2_pcrextend	tpm2-tools-bin
tss2_pcrread	tpm2-tools-bin
tss2_provision	tpm2-tools-bin
tss2_quote	tpm2-tools-bin
tss2_setappdata	tpm2-tools-bin
tss2_setcertificate	tpm2-tools-bin
tss2_setdescription	tpm2-tools-bin
tss2_sign	tpm2-tools-bin
tss2_unseal	tpm2-tools-bin
tss2_verifyquote	tpm2-tools-bin
tss2_verifysignature	tpm2-tools-bin
tss2_writeauthorizenv	tpm2-tools-bin
tt2text	direwolf-bin
ttcalc	direwolf-bin
ttf2afm	texlive-basic
ttf2cxf_stream	F-Engrave-bin
ttf2kotexfont	texlive-basic
ttf2pk	texlive-basic
ttf2tfm	texlive-basic
ttfdump	texlive-basic
ttftotype42	texlive-basic
ttp	pypi-ttp-bin
ttree	perl-Template-Toolkit-bin
ttx	fonttools-bin
tty	os-core
tune.exfat	exfatprogs-bin
tune2fs	e2fsprogs-bin
turbostat	linux-tools
turnadmin	coturn-bin
turnserver	coturn-bin
turnutils_natdiscovery	coturn-bin
turnutils_oauth	coturn-bin
turnutils_peer	coturn-bin
turnutils_rfc5769check	coturn-bin
turnutils_stunclient	coturn-bin
turnutils_uclient	coturn-bin
twine	pypi-twine-bin
twinwave	gtkwave-bin
twopi	graphviz-bin
tyalpha	terminology-bin
tybg	terminology-bin
tycat	terminology-bin
tyls	terminology-bin
typeoutfileinfo	texlive-basic
typeprof	ruby-bin
typer	otp-bin
typop	terminology-bin
tyq	terminology-bin
tysend	terminology-bin
tz2alt	linuxptp-bin
tzselect	os-core
ua.A.x	npb-bin
ua.B.x	npb-bin
ua.C.x	npb-bin
ua.D.x	npb-bin
ua.S.x	npb-bin
ua.W.x	npb-bin
ubiattach	mtd-utils-bin
ubiblock	mtd-utils-bin
ubicrc32	mtd-utils-bin
ubidetach	mtd-utils-bin
ubiformat	mtd-utils-bin
ubihealthd	mtd-utils-bin
ubimkvol	mtd-utils-bin
ubinfo	mtd-utils-bin
ubinize	mtd-utils-bin
ubirename	mtd-utils-bin
ubirmvol	mtd-utils-bin
ubirsvol	mtd-utils-bin
ubiscan	mtd-utils-bin
ubiupdatevol	mtd-utils-bin
ubxtool	gpsd-bin
ucalc	perl-Math-Calc-Units-bin
ucd	micro-config-drive-bin
ucd-data-fetch	micro-config-drive-bin
uchardet	uchardet-bin
uclampset	util-linux-bin
ucmatose	rdma-core-bin
uconv	icu4c-bin
ucpp	ucpp-bin
ucs2any	font-util-bin
udaddy	rdma-core-bin
udevadm	systemd-bin
udisksctl	udisks2-bin
udp_daemon	wsjtx-bin
udp_proxy	mbedtls-bin
udpong	rdma-core-bin
udunits2	udunits-bin
ufo2glyphs	pypi-glyphslib-bin
uget-gtk	uget-bin
uget-gtk-1to2	uget-bin
uhubctl	uhubctl-bin
uil	motif-bin
ukify	systemd-bin
ul	util-linux-bin
ulqda	texlive-basic
umax_pp	sane-backends-bin
umockdev-record	umockdev-bin
umockdev-run	umockdev-bin
umockdev-wrapper	umockdev-bin
umount	util-linux-bin
umount.nfs	nfs-utils-bin
umount.nfs4	nfs-utils-bin
umount.udisks2	udisks2-bin
uname	os-core
uname26	util-linux-bin
unbuffer	expect-bin
unbundle	unbundle
uncompress	gzip-bin
uncrustify-kf5	kde-dev-scripts-bin
undill	pypi-dill-bin
unearth	pypi-unearth-bin
unexpand	os-core
unflatten	graphviz-bin
unicode_start	kbd-bin
unicode_stop	kbd-bin
unidecode	pypi-unidecode-bin
unidiff	pypi-unidiff-bin
unifdef	unifdef-bin
unifdefall	unifdef-bin
uniq	os-core
unison	unison-bin
unison-fsmonitor	unison-bin
unitd	unit-bin
unix-lpr.sh	ghostscript-bin
unix2dos	dos2unix-bin
unix2mac	dos2unix-bin
unix_chkpwd	Linux-PAM-setuid
unlink	os-core
unlz4	lz4-bin
unlzma	xz-bin
unmunch	hunspell-bin
unmunge	munge-bin
unopkg	libreoffice-bin
unprocessed_raw	LibRaw-bin
unshar	sharutils-bin
unshare	util-linux-bin
unsquashfs	squashfs-tools-bin
unstr	fortune-mod-bin
unterm	libvterm-bin
untoast	gsm-bin
unwrapdiff	patchutils-bin
unxrandr	arandr-bin
unxz	xz-bin
unzip	unzip-bin
unzipsfx	unzip-bin
unzstd	zstd-bin-bin
upbibtex	texlive-basic
update-desktop-database	desktop-file-utils-bin
update-fragment	kernel-config
update-helper	clr-update-triggers
update-mime-database	shared-mime-info-bin
update-pciids	pciutils-bin
update-smart-drivedb	smartmontools-bin
update_ini	linuxcnc-bin
updatedb	mlocate-bin
updateinfoxml2solv	libsolv-bin
updmap	texlive-basic
updmap-sys	texlive-basic
updmap-user	texlive-basic
updvitomp	texlive-basic
updvitype	texlive-basic
uplatex	texlive-basic
uplatex-dev	texlive-basic
upmendex	texlive-basic
upmpost	texlive-basic
upower	upower-bin
uppltotf	texlive-basic
upsc	nut-bin
upscmd	nut-bin
upsd	nut-bin
upsdrvctl	nut-bin
upsdrvsvcctl	nut-bin
upslog	nut-bin
upsmon	nut-bin
upsrw	nut-bin
upssched	nut-bin
upssched-cmd	nut-bin
uptex	texlive-basic
uptftopl	texlive-basic
uptime	os-core
urclock	rxvt-unicode-basic
urifind	perl-URI-Find-bin
urlbst	texlive-basic
urxvt	rxvt-unicode-basic
urxvtc	rxvt-unicode-basic
urxvtd	rxvt-unicode-basic
us428control	alsa-tools-bin
usb-devices	usbutils-bin
usb_modeswitch	usb-modeswitch-bin
usb_modeswitch_dispatcher	usb-modeswitch-bin
usbhid-dump	usbutils-bin
usbredirect	usbredir-bin
use-devel-assertos	perl-Devel-CheckOS-bin
use-devel-checklib	perl-Devel-CheckLib-bin
useradd	os-core
userdbctl	systemd-bin
userdel	os-core
usermod	os-core
userpath	pypi-userpath-bin
users	os-core
usx2yloader	alsa-tools-bin
utf8mex	texlive-basic
utf8trans	docbook2X-bin
utm2ll	direwolf-bin
utmpdump	util-linux-bin
uuclient	krb5-bin
uudecode	sharutils-bin
uuencode	sharutils-bin
uuidd	util-linux-bin
uuidgen	util-linux-bin
uuidparse	util-linux-bin
uuserver	krb5-bin
uvicorn	pypi-uvicorn-bin
uwsgi	uwsgi-bin
uxplay	UxPlay-bin
uxterm	xterm-bin
uz	mtools-bin
v4l2-compliance	v4l-utils-bin
v4l2-ctl	v4l-utils-bin
v4l2-dbg	v4l-utils-bin
v4l2-sysfs-path	v4l-utils-bin
v4l2-tracer	v4l-utils-bin
vacopy	libva-utils-bin
vacuumdb	postgresql-basic
vacuumlo	postgresql-basic
vainfo	libva-utils-bin
vala	vala-bin
vala-0.56	vala-bin
vala-gen-introspect	vala-bin
vala-gen-introspect-0.56	vala-bin
valac	vala-bin
valac-0.56	vala-bin
valadoc	vala-bin
valadoc-0.56	vala-bin
valgrind	valgrind-bin
valgrind-di-server	valgrind-bin
valgrind-listener	valgrind-bin
valkey-benchmark	valkey-bin
valkey-check-aof	valkey-bin
valkey-check-rdb	valkey-bin
valkey-cli	valkey-bin
valkey-sentinel	valkey-bin
valkey-server	valkey-bin
vapigen	vala-bin
vapigen-0.56	vala-bin
varlinkctl	systemd-bin
vavpp	libva-utils-bin
vbc	mono-bin
vcd2fst	gtkwave-bin
vcd2lxt	gtkwave-bin
vcd2lxt2	gtkwave-bin
vcd2vzt	gtkwave-bin
vcfutils.pl	bcftools-bin
vdir	os-core
vdpa	iproute2-basic
vdptool	open-lldp-bin
vendstat	rdma-core-bin
verify-uselistorder	llvm-bin
verify-uselistorder-14	llvm14-bin
verify-uselistorder-15	llvm15-bin
verify-uselistorder-16	llvm16-bin
verify-uselistorder-17	llvm17-bin
verify-uselistorder-18	llvm18-bin
verify-uselistorder-19	llvm19-bin
verify-uselistorder-20	llvm-bin
verify-uselistorder-dpcpp	dpcpp-compiler-bin
verify_blkparse	blktrace-bin
verifytime	swupd-client-bin
verilator	verilator-bin
verilator_bin	verilator-bin
verilator_ccache_report	verilator-bin
verilator_difftree	verilator-bin
verilator_gantt	verilator-bin
verilator_includer	verilator-bin
verilator_profcfunc	verilator-bin
veritysetup	cryptsetup-bin
version_compare	libversion-bin
version_sort	libversion-bin
versioneer	pypi-versioneer-bin
versioningit	pypi-versioningit-bin
vfat-resize	libblockdev-bin
vfdb_vfd	linuxcnc-bin
vfs11_vfd	linuxcnc-bin
vftovp	texlive-basic
vgcfgbackup	LVM2-bin
vgcfgrestore	LVM2-bin
vgchange	LVM2-bin
vgck	LVM2-bin
vgconvert	LVM2-bin
vgcreate	LVM2-bin
vgdb	valgrind-bin
vgdisplay	LVM2-bin
vgexport	LVM2-bin
vgextend	LVM2-bin
vgimport	LVM2-bin
vgimportclone	LVM2-bin
vgimportdevices	LVM2-bin
vgmerge	LVM2-bin
vgmknodes	LVM2-bin
vgreduce	LVM2-bin
vgremove	LVM2-bin
vgrename	LVM2-bin
vgs	LVM2-bin
vgscan	LVM2-bin
vgsplit	LVM2-bin
vi	usrbinvi-bin
vidir	moreutils-basic
vieet	efl-bin
view	vim-bin
viewdoc	pypi-jarn.viewdoc-bin
vifm	vifm-bin
vifm-convert-dircolors	vifm-bin
vifm-pause	vifm-bin
vifm-screen-split	vifm-bin
vigpg	byobu-bin
vigr	os-core
vim	vim-bin
vim-minimal	vim-extras-minimal
vimdiff	vim-bin
vimdot	graphviz-bin
vimtutor	vim-bin
vinagre	vinagre-bin
vipe	moreutils-basic
vipw	os-core
virgl_test_server	virglrenderer-bin
virsh	libvirt-bin
virt-admin	libvirt-bin
virt-clone	virt-manager-bin
virt-host-validate	libvirt-bin
virt-install	virt-manager-bin
virt-login-shell	libvirt-bin
virt-manager	virt-manager-bin
virt-pki-query-dn	libvirt-bin
virt-pki-validate	libvirt-bin
virt-qemu-qmp-proxy	libvirt-bin
virt-qemu-run	libvirt-bin
virt-qemu-sev-validate	libvirt-bin
virt-ssh-helper	libvirt-bin
virt-viewer	virt-viewer-bin
virt-xml	virt-manager-bin
virt-xml-validate	libvirt-bin
virtchd	libvirt-bin
virtinterfaced	libvirt-bin
virtlockd	libvirt-bin
virtlogd	libvirt-bin
virtlxcd	libvirt-bin
virtnetworkd	libvirt-bin
virtnodedevd	libvirt-bin
virtnwfilterd	libvirt-bin
virtproxyd	libvirt-bin
virtqemud	libvirt-bin
virtsecretd	libvirt-bin
virtstoraged	libvirt-bin
virtualenv	pypi-virtualenv-bin
visudo	sudo-bin
vkcube	Vulkan-Tools-bin
vkcubepp	Vulkan-Tools-bin
vkd3d-compiler	vkd3d-bin
vkd3d-dxbc	vkd3d-bin
vkgears	mesa-demos-bin
vlna	texlive-basic
vlock	kbd-bin
vm-support	open-vm-tools-bin
vma_stats	libvma-bin
vmad	libvma-bin
vmcore-dmesg	kexec-tools-bin
vmhgfs-fuse	open-vm-tools-bin
vmlinux_docify	scx-bin
vmstat	procps-ng-bin
vmtoolsd	open-vm-tools-bin
vmware-checkvm	open-vm-tools-bin
vmware-hgfsclient	open-vm-tools-bin
vmware-namespace-cmd	open-vm-tools-bin
vmware-rpctool	open-vm-tools-bin
vmware-toolbox-cmd	open-vm-tools-bin
vmware-user	open-vm-tools-bin
vmware-user-suid-wrapper	open-vm-tools-setuid
vmware-vmblock-fuse	open-vm-tools-bin
vmware-xferlogs	open-vm-tools-bin
vmwgfxctrl	open-vm-tools-bin
vncconfig	tigervnc-bin
vncpasswd	tigervnc-bin
vncsession	tigervnc-bin
vncviewer	tigervnc-bin
volk-config-info	volk-bin
volk_modtool	volk-bin
volk_profile	volk-bin
volume_key	volume_key-bin
vp8enc	libva-utils-bin
vp9enc	libva-utils-bin
vpddecode	dmidecode-bin
vpe	texlive-basic
vpl-inspect	oneVPL-bin
vpl2ovp	texlive-basic
vpl2vpl	texlive-basic
vpnc	vpnc-bin
vpnc-disconnect	vpnc-bin
vpp3dlut	libva-utils-bin
vppblending	libva-utils-bin
vppchromasitting	libva-utils-bin
vppdenoise	libva-utils-bin
vpphdr_tm	libva-utils-bin
vppscaling_csc	libva-utils-bin
vppscaling_n_out_usrptr	libva-utils-bin
vppsharpness	libva-utils-bin
vptovf	texlive-basic
vpxdec	libvpx-bin
vpxenc	libvpx-bin
vsd2raw	libvisio-bin
vsd2text	libvisio-bin
vsd2xhtml	libvisio-bin
vspipe	vapoursynth-bin
vss2raw	libvisio-bin
vss2text	libvisio-bin
vss2xhtml	libvisio-bin
vsyasm	yasm-bin
vte-2.91	vte-bin
vte-2.91-gtk4	vte-bin
vtep-ctl	openvswitch-basic
vterm-ctrl	libvterm-bin
vterm-dump	libvterm-bin
vtkParseJava-9.3	VTK-bin
vtkProbeOpenGLVersion-9.3	VTK-bin
vtkWrapHierarchy-9.3	VTK-bin
vtkWrapJava-9.3	VTK-bin
vtkWrapPython-9.3	VTK-bin
vtkWrapPythonInit-9.3	VTK-bin
vtn_bindgen2	mesa-clc-bin
vtysh	quagga-bin
vulkaninfo	Vulkan-Tools-bin
vxloader	alsa-tools-bin
vzt2vcd	gtkwave-bin
vztminer	gtkwave-bin
w	procps-ng-bin
waitpid	util-linux-bin
waitress-serve	pypi-waitress-bin
wall	util-linux-bin
wasm-ld	llvm-bin
wasm-ld-20	llvm-bin
watch	procps-ng-bin
watchfiles	pypi-watchfiles-bin
watchgnupg	gnupg-bin
watchmedo	pypi-watchdog-bin
watchquagga	quagga-bin
wavpack	wavpack-bin
waydroid	waydroid-bin
wayland-scanner	wayland-bin
waypipe	waypipe-bin
wbinfo	samba-bin
wc	os-core
wcap-decode	weston-bin
wcgrep	kde-dev-scripts-bin
wcsware	wcslib-bin
wcurl	curl-bin
wdctl	util-linux-bin
weather	expect-bin
weave	texlive-basic
weblint	perl-HTML-Lint-bin
webpinfo	libwebp-bin
webpmux	libwebp-bin
webpng	libgd-bin
webquiz	texlive-basic
websockets	pypi-websockets-bin
weechat	weechat-bin
weechat-curses	weechat-bin
weechat-headless	weechat-bin
wemo	pypi-ouimeaux-bin
westcos-tool	OpenSC-bin
weston	weston-bin
weston-calibrator	weston-extras
weston-clickdot	weston-extras
weston-cliptest	weston-extras
weston-constraints	weston-bin
weston-content_protection	weston-bin
weston-debug	weston-bin
weston-dnd	weston-extras
weston-editor	weston-extras
weston-eventdemo	weston-extras
weston-flower	weston-extras
weston-fullscreen	weston-extras
weston-image	weston-extras
weston-multi-resource	weston-extras
weston-presentation-shm	weston-extras
weston-resizor	weston-extras
weston-scaler	weston-extras
weston-simple-damage	weston-extras
weston-simple-dmabuf-egl	weston-bin
weston-simple-dmabuf-feedback	weston-bin
weston-simple-dmabuf-v4l	weston-extras
weston-simple-egl	weston-extras
weston-simple-shm	weston-extras
weston-simple-touch	weston-extras
weston-smoke	weston-extras
weston-stacking	weston-extras
weston-subsurfaces	weston-extras
weston-tablet	weston-bin
weston-terminal	weston-bin
weston-touch-calibrator	weston-bin
weston-transformed	weston-extras
wflinfo	waffle-bin
wg	WireGuard-bin
wg-quick	WireGuard-bin
wget	wget-bin
wgit	pypi-fairscale-bin
wgsim	samtools-bin
wgsim_eval.pl	samtools-bin
whatis	man-db-bin
wheel	pypi-wheel-bin
whereis	util-linux-bin
which	which-bin
whiptail	newt-bin
who	os-core
whoami	os-core
whois	whois-bin
widget	perl-Tk-bin
widl	wine-bin
wifi	TLP-bin
wifi-status	byobu-bin
winbindd	samba-bin
windmc	binutils-bin
windres	mingw-binutils
wine	wine-bin
wineboot	wine-bin
winebuild	wine-bin
winecfg	wine-bin
wineconsole	wine-bin
winecpp	wine-bin
winedbg	wine-bin
winedump	wine-bin
winefile	wine-bin
wineg++	wine-bin
winegcc	wine-bin
winegui	winegui-bin
winemaker	wine-bin
winemine	wine-bin
winepath	wine-bin
wineserver	wine-bin
winpr-hash	FreeRDP-bin
winpr-makecert	FreeRDP-bin
wipefs	util-linux-bin
wireplumber	wireplumber-bin
wireshark	wireshark-bin
wish	tk-bin
wish8.6	tk-bin
withsctp	lksctp-tools-bin
wj200_vfd	linuxcnc-bin
wks2csv	libwps-bin
wks2raw	libwps-bin
wks2text	libwps-bin
wl-copy	wl-clipboard-bin
wl-paste	wl-clipboard-bin
wlfreerdp	FreeRDP-bin
wmc	wine-bin
wmctrl	wmctrl-bin
wnck-urgency-monitor	libwnck-bin
wnck-urgency-monitor-3	libwnck3-bin
wnckprop	libwnck-bin
wnckprop-3	libwnck3-bin
wofm2opl	texlive-basic
wol	wol-bin
wol-bootptab	wol-bin
wol-dhcpdconf	wol-bin
wopl2ofm	texlive-basic
word-list-compress	aspell-bin
wordcloud_cli	pypi-wordcloud-bin
wordcount	texlive-basic
wordforms	hunspell-bin
wordlist2hunspell	hunspell-bin
wovf2ovp	texlive-basic
wovp2ovf	texlive-basic
wpa_cli	wpa_supplicant-bin
wpa_passphrase	wpa_supplicant-bin
wpa_supplicant	wpa_supplicant-bin
wpctl	wireplumber-bin
wpd2html	libwpd-bin
wpd2raw	libwpd-bin
wpd2text	libwpd-bin
wpexec	wireplumber-bin
wpg2raw	libwpg-bin
wpg2svg	libwpg-bin
wpg2svgbatch.pl	libwpg-bin
wps2html	libwps-bin
wps2raw	libwps-bin
wps2text	libwps-bin
wrc	wine-bin
wrjpgcom	libjpeg-turbo-bin
wrmsr	msr-tools-bin
wsdl	mono-bin
wsdl2	mono-bin
wsdump	pypi-websocket_client-bin
wsjtx	wsjtx-bin
wsjtx_app_version	wsjtx-bin
wslact	wslu-bin
wslclip	wslu-bin
wslfetch	wslu-bin
wslgsu	wslu-bin
wslsys	wslu-bin
wslupath	wslu-bin
wslusc	wslu-bin
wslvar	wslu-bin
wslview	wslu-bin
wsprd	wsjtx-bin
wspsearch	samba-bin
wsrep_sst_backup	mariadb-basic
wsrep_sst_common	mariadb-basic
wsrep_sst_mariabackup	mariadb-basic
